id;0;value;id2
"c(""103068_1.png"", ""103068_2.png"")";1;103068_1.png;103068
"c(""103068_1.png"", ""103068_2.png"")";2;103068_2.png;103068
"c(""103084_1.png"", ""103084_2.png"")";1;103084_1.png;103084
"c(""103084_1.png"", ""103084_2.png"")";2;103084_2.png;103084
"c(""103088_1.png"", ""103088_2.png"")";1;103088_1.png;103088
"c(""103088_1.png"", ""103088_2.png"")";2;103088_2.png;103088
"c(""103095_1.png"", ""103095_2.png"")";1;103095_1.png;103095
"c(""103095_1.png"", ""103095_2.png"")";2;103095_2.png;103095
"c(""103096_1.png"", ""103096_2.png"")";1;103096_1.png;103096
"c(""103096_1.png"", ""103096_2.png"")";2;103096_2.png;103096
"c(""103215_1.png"", ""103215_2.png"")";1;103215_1.png;103215
"c(""103215_1.png"", ""103215_2.png"")";2;103215_2.png;103215
"c(""103241_1.png"", ""103241_2.png"")";1;103241_1.png;103241
"c(""103241_1.png"", ""103241_2.png"")";2;103241_2.png;103241
"c(""103248_1.png"", ""103248_2.png"")";1;103248_1.png;103248
"c(""103248_1.png"", ""103248_2.png"")";2;103248_2.png;103248
"c(""103256_1.png"", ""103256_2.png"")";1;103256_1.png;103256
"c(""103256_1.png"", ""103256_2.png"")";2;103256_2.png;103256
"c(""103257_1.png"", ""103257_2.png"")";1;103257_1.png;103257
"c(""103257_1.png"", ""103257_2.png"")";2;103257_2.png;103257
"c(""103261_1.png"", ""103261_2.png"")";1;103261_1.png;103261
"c(""103261_1.png"", ""103261_2.png"")";2;103261_2.png;103261
"c(""103272_1.png"", ""103272_2.png"")";1;103272_1.png;103272
"c(""103272_1.png"", ""103272_2.png"")";2;103272_2.png;103272
"c(""103303_1.png"", ""103303_2.png"")";1;103303_1.png;103303
"c(""103303_1.png"", ""103303_2.png"")";2;103303_2.png;103303
"c(""103307_1.png"", ""103307_2.png"")";1;103307_1.png;103307
"c(""103307_1.png"", ""103307_2.png"")";2;103307_2.png;103307
103320_1.png;1;103320_1.png;103320
"c(""103330_1.png"", ""103330_2.png"")";1;103330_1.png;103330
"c(""103330_1.png"", ""103330_2.png"")";2;103330_2.png;103330
"c(""103334_1.png"", ""103334_2.png"")";1;103334_1.png;103334
"c(""103334_1.png"", ""103334_2.png"")";2;103334_2.png;103334
103346_1.png;1;103346_1.png;103346
103373_1.png;1;103373_1.png;103373
"c(""103407_1.png"", ""103407_2.png"")";1;103407_1.png;103407
"c(""103407_1.png"", ""103407_2.png"")";2;103407_2.png;103407
"c(""103408_1.png"", ""103408_2.png"")";1;103408_1.png;103408
"c(""103408_1.png"", ""103408_2.png"")";2;103408_2.png;103408
"c(""103409_1.png"", ""103409_2.png"")";1;103409_1.png;103409
"c(""103409_1.png"", ""103409_2.png"")";2;103409_2.png;103409
"c(""103410_1.png"", ""103410_2.png"")";1;103410_1.png;103410
"c(""103410_1.png"", ""103410_2.png"")";2;103410_2.png;103410
103417_1.png;1;103417_1.png;103417
103435_1.png;1;103435_1.png;103435
103481_1.png;1;103481_1.png;103481
"c(""103482_1.png"", ""103482_2.png"")";1;103482_1.png;103482
"c(""103482_1.png"", ""103482_2.png"")";2;103482_2.png;103482
103579_1.png;1;103579_1.png;103579
"c(""103587_1.png"", ""103587_2.png"")";1;103587_1.png;103587
"c(""103587_1.png"", ""103587_2.png"")";2;103587_2.png;103587
"c(""103608_1.png"", ""103608_2.png"")";1;103608_1.png;103608
"c(""103608_1.png"", ""103608_2.png"")";2;103608_2.png;103608
"c(""103614_1.png"", ""103614_2.png"")";1;103614_1.png;103614
"c(""103614_1.png"", ""103614_2.png"")";2;103614_2.png;103614
"c(""103628_1.png"", ""103628_2.png"")";1;103628_1.png;103628
"c(""103628_1.png"", ""103628_2.png"")";2;103628_2.png;103628
"c(""103635_1.png"", ""103635_2.png"")";1;103635_1.png;103635
"c(""103635_1.png"", ""103635_2.png"")";2;103635_2.png;103635
"c(""103733_1.png"", ""103733_2.png"")";1;103733_1.png;103733
"c(""103733_1.png"", ""103733_2.png"")";2;103733_2.png;103733
"c(""103734_1.png"", ""103734_2.png"")";1;103734_1.png;103734
"c(""103734_1.png"", ""103734_2.png"")";2;103734_2.png;103734
"c(""106176_1.png"", ""106176_2.png"")";1;106176_1.png;106176
"c(""106176_1.png"", ""106176_2.png"")";2;106176_2.png;106176
"c(""106181_1.png"", ""106181_2.png"")";1;106181_1.png;106181
"c(""106181_1.png"", ""106181_2.png"")";2;106181_2.png;106181
"c(""106182_1.png"", ""106182_2.png"")";1;106182_1.png;106182
"c(""106182_1.png"", ""106182_2.png"")";2;106182_2.png;106182
106340_1.png;1;106340_1.png;106340
106341_1.png;1;106341_1.png;106341
106347_1.png;1;106347_1.png;106347
"c(""106403_1.png"", ""106403_2.png"")";1;106403_1.png;106403
"c(""106403_1.png"", ""106403_2.png"")";2;106403_2.png;106403
"c(""106404_1.png"", ""106404_2.png"")";1;106404_1.png;106404
"c(""106404_1.png"", ""106404_2.png"")";2;106404_2.png;106404
"c(""106405_1.png"", ""106405_2.png"")";1;106405_1.png;106405
"c(""106405_1.png"", ""106405_2.png"")";2;106405_2.png;106405
"c(""107057_1.png"", ""107057_2.png"")";1;107057_1.png;107057
"c(""107057_1.png"", ""107057_2.png"")";2;107057_2.png;107057
"c(""107058_1.png"", ""107058_2.png"")";1;107058_1.png;107058
"c(""107058_1.png"", ""107058_2.png"")";2;107058_2.png;107058
"c(""107060_1.png"", ""107060_2.png"")";1;107060_1.png;107060
"c(""107060_1.png"", ""107060_2.png"")";2;107060_2.png;107060
"c(""107061_1.png"", ""107061_2.png"")";1;107061_1.png;107061
"c(""107061_1.png"", ""107061_2.png"")";2;107061_2.png;107061
"c(""107062_1.png"", ""107062_2.png"")";1;107062_1.png;107062
"c(""107062_1.png"", ""107062_2.png"")";2;107062_2.png;107062
"c(""107063_1.png"", ""107063_2.png"")";1;107063_1.png;107063
"c(""107063_1.png"", ""107063_2.png"")";2;107063_2.png;107063
108246_1.png;1;108246_1.png;108246
108247_1.png;1;108247_1.png;108247
108249_1.png;1;108249_1.png;108249
108250_1.png;1;108250_1.png;108250
108251_1.png;1;108251_1.png;108251
108252_1.png;1;108252_1.png;108252
"c(""108778_1.png"", ""108778_2.png"")";1;108778_1.png;108778
"c(""108778_1.png"", ""108778_2.png"")";2;108778_2.png;108778
"c(""108779_1.png"", ""108779_2.png"")";1;108779_1.png;108779
"c(""108779_1.png"", ""108779_2.png"")";2;108779_2.png;108779
"c(""109485_1.png"", ""109485_2.png"")";1;109485_1.png;109485
"c(""109485_1.png"", ""109485_2.png"")";2;109485_2.png;109485
109572_1.png;1;109572_1.png;109572
109573_1.png;1;109573_1.png;109573
"c(""110725_1.png"", ""110725_2.png"")";1;110725_1.png;110725
"c(""110725_1.png"", ""110725_2.png"")";2;110725_2.png;110725
"c(""110726_1.png"", ""110726_2.png"")";1;110726_1.png;110726
"c(""110726_1.png"", ""110726_2.png"")";2;110726_2.png;110726
"c(""112060_1.png"", ""112060_2.png"")";1;112060_1.png;112060
"c(""112060_1.png"", ""112060_2.png"")";2;112060_2.png;112060
"c(""112061_1.png"", ""112061_2.png"")";1;112061_1.png;112061
"c(""112061_1.png"", ""112061_2.png"")";2;112061_2.png;112061
"c(""112062_1.png"", ""112062_2.png"")";1;112062_1.png;112062
"c(""112062_1.png"", ""112062_2.png"")";2;112062_2.png;112062
"c(""112063_1.png"", ""112063_2.png"")";1;112063_1.png;112063
"c(""112063_1.png"", ""112063_2.png"")";2;112063_2.png;112063
"c(""112064_1.png"", ""112064_2.png"")";1;112064_1.png;112064
"c(""112064_1.png"", ""112064_2.png"")";2;112064_2.png;112064
"c(""112065_1.png"", ""112065_2.png"")";1;112065_1.png;112065
"c(""112065_1.png"", ""112065_2.png"")";2;112065_2.png;112065
"c(""112066_1.png"", ""112066_2.png"")";1;112066_1.png;112066
"c(""112066_1.png"", ""112066_2.png"")";2;112066_2.png;112066
"c(""112067_1.png"", ""112067_2.png"")";1;112067_1.png;112067
"c(""112067_1.png"", ""112067_2.png"")";2;112067_2.png;112067
"c(""112077_1.png"", ""112077_2.png"")";1;112077_1.png;112077
"c(""112077_1.png"", ""112077_2.png"")";2;112077_2.png;112077
"c(""112078_1.png"", ""112078_2.png"")";1;112078_1.png;112078
"c(""112078_1.png"", ""112078_2.png"")";2;112078_2.png;112078
112392_1.png;1;112392_1.png;112392
112393_1.png;1;112393_1.png;112393
112394_1.png;1;112394_1.png;112394
112395_1.png;1;112395_1.png;112395
112396_1.png;1;112396_1.png;112396
112397_1.png;1;112397_1.png;112397
112398_1.png;1;112398_1.png;112398
112399_1.png;1;112399_1.png;112399
112400_1.png;1;112400_1.png;112400
112401_1.png;1;112401_1.png;112401
113219_1.png;1;113219_1.png;113219
"c(""113224_1.png"", ""113224_2.png"")";1;113224_1.png;113224
"c(""113224_1.png"", ""113224_2.png"")";2;113224_2.png;113224
"c(""113227_1.png"", ""113227_2.png"")";1;113227_1.png;113227
"c(""113227_1.png"", ""113227_2.png"")";2;113227_2.png;113227
"c(""113228_1.png"", ""113228_2.png"")";1;113228_1.png;113228
"c(""113228_1.png"", ""113228_2.png"")";2;113228_2.png;113228
"c(""114182_1.png"", ""114182_2.png"")";1;114182_1.png;114182
"c(""114182_1.png"", ""114182_2.png"")";2;114182_2.png;114182
"c(""114183_1.png"", ""114183_2.png"")";1;114183_1.png;114183
"c(""114183_1.png"", ""114183_2.png"")";2;114183_2.png;114183
"c(""114184_1.png"", ""114184_2.png"")";1;114184_1.png;114184
"c(""114184_1.png"", ""114184_2.png"")";2;114184_2.png;114184
"c(""114185_1.png"", ""114185_2.png"")";1;114185_1.png;114185
"c(""114185_1.png"", ""114185_2.png"")";2;114185_2.png;114185
115051_1.png;1;115051_1.png;115051
115052_1.png;1;115052_1.png;115052
115056_1.png;1;115056_1.png;115056
"c(""115116_1.png"", ""115116_2.png"")";1;115116_1.png;115116
"c(""115116_1.png"", ""115116_2.png"")";2;115116_2.png;115116
"c(""115132_1.png"", ""115132_2.png"")";1;115132_1.png;115132
"c(""115132_1.png"", ""115132_2.png"")";2;115132_2.png;115132
115997_1.png;1;115997_1.png;115997
116001_1.png;1;116001_1.png;116001
116002_1.png;1;116002_1.png;116002
"c(""116636_1.png"", ""116636_2.png"")";1;116636_1.png;116636
"c(""116636_1.png"", ""116636_2.png"")";2;116636_2.png;116636
"c(""116637_1.png"", ""116637_2.png"")";1;116637_1.png;116637
"c(""116637_1.png"", ""116637_2.png"")";2;116637_2.png;116637
117857_1.png;1;117857_1.png;117857
117975_1.png;1;117975_1.png;117975
117976_1.png;1;117976_1.png;117976
"c(""118641_1.png"", ""118641_2.png"")";1;118641_1.png;118641
"c(""118641_1.png"", ""118641_2.png"")";2;118641_2.png;118641
"c(""120195_1.png"", ""120195_2.png"")";1;120195_1.png;120195
"c(""120195_1.png"", ""120195_2.png"")";2;120195_2.png;120195
"c(""120196_1.png"", ""120196_2.png"")";1;120196_1.png;120196
"c(""120196_1.png"", ""120196_2.png"")";2;120196_2.png;120196
"c(""120201_1.png"", ""120201_2.png"")";1;120201_1.png;120201
"c(""120201_1.png"", ""120201_2.png"")";2;120201_2.png;120201
"c(""120204_1.png"", ""120204_2.png"")";1;120204_1.png;120204
"c(""120204_1.png"", ""120204_2.png"")";2;120204_2.png;120204
"c(""120205_1.png"", ""120205_2.png"")";1;120205_1.png;120205
"c(""120205_1.png"", ""120205_2.png"")";2;120205_2.png;120205
"c(""120206_1.png"", ""120206_2.png"")";1;120206_1.png;120206
"c(""120206_1.png"", ""120206_2.png"")";2;120206_2.png;120206
"c(""120207_1.png"", ""120207_2.png"")";1;120207_1.png;120207
"c(""120207_1.png"", ""120207_2.png"")";2;120207_2.png;120207
"c(""120208_1.png"", ""120208_2.png"")";1;120208_1.png;120208
"c(""120208_1.png"", ""120208_2.png"")";2;120208_2.png;120208
"c(""120209_1.png"", ""120209_2.png"")";1;120209_1.png;120209
"c(""120209_1.png"", ""120209_2.png"")";2;120209_2.png;120209
120217_1.png;1;120217_1.png;120217
"c(""121403_1.png"", ""121403_2.png"")";1;121403_1.png;121403
"c(""121403_1.png"", ""121403_2.png"")";2;121403_2.png;121403
"c(""121404_1.png"", ""121404_2.png"")";1;121404_1.png;121404
"c(""121404_1.png"", ""121404_2.png"")";2;121404_2.png;121404
"c(""121405_1.png"", ""121405_2.png"")";1;121405_1.png;121405
"c(""121405_1.png"", ""121405_2.png"")";2;121405_2.png;121405
"c(""121406_1.png"", ""121406_2.png"")";1;121406_1.png;121406
"c(""121406_1.png"", ""121406_2.png"")";2;121406_2.png;121406
"c(""121876_1.png"", ""121876_2.png"")";1;121876_1.png;121876
"c(""121876_1.png"", ""121876_2.png"")";2;121876_2.png;121876
"c(""121880_1.png"", ""121880_2.png"")";1;121880_1.png;121880
"c(""121880_1.png"", ""121880_2.png"")";2;121880_2.png;121880
121881_1.png;1;121881_1.png;121881
121883_1.png;1;121883_1.png;121883
"c(""121886_1.png"", ""121886_2.png"")";1;121886_1.png;121886
"c(""121886_1.png"", ""121886_2.png"")";2;121886_2.png;121886
"c(""121890_1.png"", ""121890_2.png"")";1;121890_1.png;121890
"c(""121890_1.png"", ""121890_2.png"")";2;121890_2.png;121890
"c(""121891_1.png"", ""121891_2.png"")";1;121891_1.png;121891
"c(""121891_1.png"", ""121891_2.png"")";2;121891_2.png;121891
"c(""123161_1.png"", ""123161_2.png"")";1;123161_1.png;123161
"c(""123161_1.png"", ""123161_2.png"")";2;123161_2.png;123161
"c(""123162_1.png"", ""123162_2.png"")";1;123162_1.png;123162
"c(""123162_1.png"", ""123162_2.png"")";2;123162_2.png;123162
"c(""123166_1.png"", ""123166_2.png"")";1;123166_1.png;123166
"c(""123166_1.png"", ""123166_2.png"")";2;123166_2.png;123166
"c(""123176_1.png"", ""123176_2.png"")";1;123176_1.png;123176
"c(""123176_1.png"", ""123176_2.png"")";2;123176_2.png;123176
"c(""123585_1.png"", ""123585_2.png"")";1;123585_1.png;123585
"c(""123585_1.png"", ""123585_2.png"")";2;123585_2.png;123585
"c(""124035_1.png"", ""124035_2.png"")";1;124035_1.png;124035
"c(""124035_1.png"", ""124035_2.png"")";2;124035_2.png;124035
"c(""124036_1.png"", ""124036_2.png"")";1;124036_1.png;124036
"c(""124036_1.png"", ""124036_2.png"")";2;124036_2.png;124036
"c(""124037_1.png"", ""124037_2.png"")";1;124037_1.png;124037
"c(""124037_1.png"", ""124037_2.png"")";2;124037_2.png;124037
"c(""124062_1.png"", ""124062_2.png"")";1;124062_1.png;124062
"c(""124062_1.png"", ""124062_2.png"")";2;124062_2.png;124062
"c(""124699_1.png"", ""124699_2.png"")";1;124699_1.png;124699
"c(""124699_1.png"", ""124699_2.png"")";2;124699_2.png;124699
"c(""124701_1.png"", ""124701_2.png"")";1;124701_1.png;124701
"c(""124701_1.png"", ""124701_2.png"")";2;124701_2.png;124701
"c(""124702_1.png"", ""124702_2.png"")";1;124702_1.png;124702
"c(""124702_1.png"", ""124702_2.png"")";2;124702_2.png;124702
"c(""124703_1.png"", ""124703_2.png"")";1;124703_1.png;124703
"c(""124703_1.png"", ""124703_2.png"")";2;124703_2.png;124703
"c(""124709_1.png"", ""124709_2.png"")";1;124709_1.png;124709
"c(""124709_1.png"", ""124709_2.png"")";2;124709_2.png;124709
"c(""124710_1.png"", ""124710_2.png"")";1;124710_1.png;124710
"c(""124710_1.png"", ""124710_2.png"")";2;124710_2.png;124710
"c(""124711_1.png"", ""124711_2.png"")";1;124711_1.png;124711
"c(""124711_1.png"", ""124711_2.png"")";2;124711_2.png;124711
"c(""125266_1.png"", ""125266_2.png"")";1;125266_1.png;125266
"c(""125266_1.png"", ""125266_2.png"")";2;125266_2.png;125266
126610_1.png;1;126610_1.png;126610
"c(""126665_1.png"", ""126665_2.png"")";1;126665_1.png;126665
"c(""126665_1.png"", ""126665_2.png"")";2;126665_2.png;126665
"c(""126668_1.png"", ""126668_2.png"", ""126668_3.png"")";1;126668_1.png;126668
"c(""126668_1.png"", ""126668_2.png"", ""126668_3.png"")";2;126668_2.png;126668
"c(""126668_1.png"", ""126668_2.png"", ""126668_3.png"")";3;126668_3.png;126668
"c(""126669_1.png"", ""126669_2.png"")";1;126669_1.png;126669
"c(""126669_1.png"", ""126669_2.png"")";2;126669_2.png;126669
127683_1.png;1;127683_1.png;127683
128393_1.png;1;128393_1.png;128393
128394_1.png;1;128394_1.png;128394
128395_1.png;1;128395_1.png;128395
"c(""128400_1.png"", ""128400_2.png"")";1;128400_1.png;128400
"c(""128400_1.png"", ""128400_2.png"")";2;128400_2.png;128400
"c(""128401_1.png"", ""128401_2.png"")";1;128401_1.png;128401
"c(""128401_1.png"", ""128401_2.png"")";2;128401_2.png;128401
"c(""128402_1.png"", ""128402_2.png"", ""128402_3.png"")";1;128402_1.png;128402
"c(""128402_1.png"", ""128402_2.png"", ""128402_3.png"")";2;128402_2.png;128402
"c(""128402_1.png"", ""128402_2.png"", ""128402_3.png"")";3;128402_3.png;128402
"c(""128403_1.png"", ""128403_2.png"")";1;128403_1.png;128403
"c(""128403_1.png"", ""128403_2.png"")";2;128403_2.png;128403
"c(""128404_1.png"", ""128404_2.png"")";1;128404_1.png;128404
"c(""128404_1.png"", ""128404_2.png"")";2;128404_2.png;128404
"c(""128405_1.png"", ""128405_2.png"")";1;128405_1.png;128405
"c(""128405_1.png"", ""128405_2.png"")";2;128405_2.png;128405
128416_1.png;1;128416_1.png;128416
128417_1.png;1;128417_1.png;128417
"c(""129320_1.png"", ""129320_2.png"")";1;129320_1.png;129320
"c(""129320_1.png"", ""129320_2.png"")";2;129320_2.png;129320
"c(""129321_1.png"", ""129321_2.png"")";1;129321_1.png;129321
"c(""129321_1.png"", ""129321_2.png"")";2;129321_2.png;129321
"c(""129322_1.png"", ""129322_2.png"")";1;129322_1.png;129322
"c(""129322_1.png"", ""129322_2.png"")";2;129322_2.png;129322
"c(""129323_1.png"", ""129323_2.png"")";1;129323_1.png;129323
"c(""129323_1.png"", ""129323_2.png"")";2;129323_2.png;129323
"c(""129324_1.png"", ""129324_2.png"")";1;129324_1.png;129324
"c(""129324_1.png"", ""129324_2.png"")";2;129324_2.png;129324
"c(""129325_1.png"", ""129325_2.png"")";1;129325_1.png;129325
"c(""129325_1.png"", ""129325_2.png"")";2;129325_2.png;129325
"c(""131065_1.png"", ""131065_2.png"")";1;131065_1.png;131065
"c(""131065_1.png"", ""131065_2.png"")";2;131065_2.png;131065
"c(""131066_1.png"", ""131066_2.png"")";1;131066_1.png;131066
"c(""131066_1.png"", ""131066_2.png"")";2;131066_2.png;131066
"c(""131067_1.png"", ""131067_2.png"")";1;131067_1.png;131067
"c(""131067_1.png"", ""131067_2.png"")";2;131067_2.png;131067
"c(""131068_1.png"", ""131068_2.png"")";1;131068_1.png;131068
"c(""131068_1.png"", ""131068_2.png"")";2;131068_2.png;131068
"c(""131069_1.png"", ""131069_2.png"")";1;131069_1.png;131069
"c(""131069_1.png"", ""131069_2.png"")";2;131069_2.png;131069
"c(""131070_1.png"", ""131070_2.png"")";1;131070_1.png;131070
"c(""131070_1.png"", ""131070_2.png"")";2;131070_2.png;131070
"c(""131071_1.png"", ""131071_2.png"")";1;131071_1.png;131071
"c(""131071_1.png"", ""131071_2.png"")";2;131071_2.png;131071
"c(""131072_1.png"", ""131072_2.png"")";1;131072_1.png;131072
"c(""131072_1.png"", ""131072_2.png"")";2;131072_2.png;131072
"c(""131073_1.png"", ""131073_2.png"")";1;131073_1.png;131073
"c(""131073_1.png"", ""131073_2.png"")";2;131073_2.png;131073
"c(""131074_1.png"", ""131074_2.png"")";1;131074_1.png;131074
"c(""131074_1.png"", ""131074_2.png"")";2;131074_2.png;131074
"c(""131075_1.png"", ""131075_2.png"")";1;131075_1.png;131075
"c(""131075_1.png"", ""131075_2.png"")";2;131075_2.png;131075
"c(""131076_1.png"", ""131076_2.png"")";1;131076_1.png;131076
"c(""131076_1.png"", ""131076_2.png"")";2;131076_2.png;131076
"c(""131077_1.png"", ""131077_2.png"")";1;131077_1.png;131077
"c(""131077_1.png"", ""131077_2.png"")";2;131077_2.png;131077
